"과세유형별(1)","지역및업태별(1)",지역및업태별(2),2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019
"과세유형별(1)","지역및업태별(1)",지역및업태별(2),총계,6월미만,6월이상,1년이상,2년이상,3년이상,5년 이상,10년 이상,20년 이상,30년 이상,총계,6월미만,6월이상,1년이상,2년이상,3년이상,5년 이상,10년 이상,20년 이상,30년 이상,총계,6월미만,6월이상,1년이상,2년이상,3년이상,5년 이상,10년 이상,20년 이상,30년 이상,총계,6월미만,6월이상,1년이상,2년이상,3년이상,5년 이상,10년 이상,20년 이상,30년 이상,총계,6월미만,6월이상,1년이상,2년이상,3년이상,5년 이상,10년 이상,20년 이상,30년 이상
"간이사업자","지역별",경기,510057,51896,46715,71495,54066,68960,85000,87588,37302,7035,486655,49993,42759,70603,49553,62436,81129,90466,33895,5821,447199,44713,43583,62552,41087,55109,74001,91956,29208,4990,376759,45720,37159,44866,30090,43901,61179,83583,25914,4347,350014,36880,31921,38967,28643,41210,61553,82229,25091,3520
"간이사업자","지역별",강원,78435,5227,5274,7942,6103,9640,15203,17122,8756,3168,79173,5984,4866,7947,6427,9801,15031,17593,8763,2761,76684,5191,5248,8060,6119,9589,14197,17468,8382,2430,67559,5249,5124,6478,5046,8048,12333,15593,7506,2182,66276,5082,4896,6297,5197,7445,12620,15427,7277,2035
"간이사업자","지역별",대전,66180,5493,5216,7456,5756,8360,11586,12255,7740,2318,65648,5674,4727,7607,5851,8177,11325,12648,7733,1906,62520,4998,5078,7326,5241,7591,10576,13624,6461,1625,54399,5044,4827,5724,4144,5883,9057,12311,6048,1361,52549,4941,4314,5281,3948,5390,8974,12489,5965,1247
"간이사업자","지역별",충북,70996,5587,5281,7590,5846,8714,13282,13781,7937,2978,71208,5600,4946,7816,5972,8865,13339,14322,7710,2638,68953,5348,5080,7625,5741,8510,12577,14703,6979,2390,60803,5401,4917,6283,4664,7028,10642,13243,6515,2110,59471,5188,4821,6047,4643,6735,10575,13082,6395,1985
"간이사업자","지역별",충남,90548,7067,6648,10285,7758,11547,17206,17012,9468,3557,90428,7199,6487,10164,7984,11483,16891,17792,9149,3279,86956,6567,6656,10182,7385,10978,15859,18417,7980,2932,74887,6753,6448,7862,5908,8763,13068,16318,7071,2696,72517,6363,6058,7559,5740,8609,12588,16277,6827,2496
"간이사업자","지역별",세종,10734,1255,1224,1957,1254,1591,1802,981,507,163,10112,1503,1274,1646,1087,1481,1550,936,488,147,8783,1172,1103,1420,1020,1292,1263,916,454,143,7351,1204,937,1206,773,908,972,811,404,136,6565,1089,919,1016,646,722,853,806,394,120
"간이사업자","지역별",광주,57531,4462,4354,6577,4869,7642,11036,10829,5840,1922,57497,4757,4204,6573,5165,7688,10864,10753,5807,1686,54932,4350,4169,6567,4956,7044,10200,11069,5104,1473,49179,4803,4133,5422,3989,5913,8659,10258,4791,1211,47376,4374,3992,5097,3831,5612,8457,10307,4612,1094
"간이사업자","지역별",전북,74952,5381,5075,7598,5907,9411,14401,15006,9220,2953,75458,5502,4948,7743,6205,9731,14255,15283,9228,2563,73408,5146,5370,7631,6128,9178,13549,16164,8191,2051,66041,5365,4932,6628,5211,7460,11910,15066,7691,1778,65513,5423,5192,6662,4901,7445,11792,15118,7255,1725
"간이사업자","지역별",전남,74627,4665,4752,7518,6265,9979,14255,14724,9449,3020,75662,5194,4731,8001,6720,9659,14122,15205,9269,2761,72383,4960,5128,7980,6014,8934,13006,15880,8033,2448,63727,5078,4970,6392,4811,7256,11126,14664,7291,2139,62591,4860,4622,6018,4801,6955,11372,14975,6946,2042
"간이사업자","지역별",대구,103176,7856,7775,11429,8746,13458,19079,19982,10508,4343,101408,8394,7311,11341,8836,13073,18532,19853,10018,4050,96684,7418,7784,11079,8519,11607,17303,19537,9603,3834,86150,8158,7042,9605,6594,9336,14687,18229,9067,3432,83013,7613,6922,8533,6172,9076,14556,18167,8984,2990
"간이사업자","지역별",경북,116402,7946,7675,11859,9169,14941,23104,24066,12922,4720,118549,8652,7490,12146,10075,15263,23225,24678,12759,4261,115869,7962,8025,12625,9881,14794,22021,24852,11874,3835,100880,8414,7681,10389,7965,12052,18062,22321,10566,3430,98524,8206,7521,10215,7877,11551,17890,22243,9991,3030
"간이사업자","지역별",부산,136441,10278,9972,15827,12001,17161,24310,25169,15404,6319,136144,11230,9985,15909,12064,16133,24342,25518,15712,5251,131231,10555,10610,15267,10721,14989,23056,25659,15791,4583,115750,10821,9552,11888,8257,12815,19635,23792,14976,4014,110392,9106,8409,10730,8131,12284,19157,24163,14672,3740
"간이사업자","지역별",울산,44738,3115,3213,4992,3698,5535,8726,9182,5286,991,45370,3938,3152,4995,3841,5481,8726,9326,5129,782,43420,3167,3295,4885,3646,5462,8111,9603,4591,660,38473,3484,2925,3985,2840,4744,6897,8925,4142,531,36937,3173,2731,3702,3124,4450,6653,8807,3881,416
"간이사업자","지역별",경남,144134,9923,9842,15712,11851,18435,29163,29923,15156,4129,145961,11704,9727,15756,12426,18850,29017,30911,13918,3652,140078,10494,10409,15639,11969,18179,27037,29932,13231,3188,122202,10906,9429,12918,9644,15312,22908,26787,11469,2829,118158,9777,9345,12467,9873,14476,22597,26122,10971,2530
"간이사업자","지역별",제주,40657,2833,3104,4655,3763,5881,8572,6867,3986,996,40501,3037,2934,4778,3807,6051,8149,7013,3811,921,38677,2869,3145,4579,3784,5722,7185,7077,3555,761,33125,2793,2745,3925,2996,4598,5618,6519,3312,619,31843,2606,2848,3743,2982,4126,5216,6606,3108,608
"간이사업자","업태별",소계,2111809,174967,165608,255377,195859,275228,374725,392770,210275,67000,2083097,182420,158018,256962,192333,262768,365383,405637,200742,58834,1971951,165652,165271,242437,171420,240032,338541,413711,183500,51387,1712585,172692,148075,187288,131508,194522,285793,378763,168228,45716,1632285,149849,133947,169624,127351,184150,284959,376764,164926,40715
"간이사업자","업태별",농·임·어업,3792,287,445,1249,534,559,583,106,27,2,3275,988,285,600,343,474,468,94,21,2,2092,374,238,362,295,392,334,82,13,2,1429,202,180,258,205,266,247,61,9,1,1159,163,153,215,189,252,118,60,7,2
"간이사업자","업태별",광업,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"간이사업자","업태별",제조업,26463,1079,1083,2181,1981,3129,4653,6208,4452,1697,27861,1137,1174,2484,2168,3068,4953,6682,4647,1548,27288,1345,1409,2526,1878,2586,4741,6980,4456,1367,23917,1484,1212,1879,1359,2226,4173,6581,3739,1264,23598,1221,1147,1681,1300,2311,4412,6851,3443,1232
"간이사업자","업태별",전기·가스·수도업,2,0,0,0,0,2,0,0,0,0,3,0,0,0,1,1,1,0,0,0,11,-,-,3,3,1,4,-,-,-,286,8,11,74,34,46,104,8,1,-,220,18,24,25,26,42,76,9,-,-
"간이사업자","업태별",도매업,855,67,44,128,90,129,169,183,37,8,468,110,70,87,50,73,49,20,7,2,720,214,142,127,72,76,60,20,5,4,621,207,130,111,66,50,34,19,2,2,568,186,109,120,40,47,40,18,5,3
"간이사업자","업태별",소매업,675166,93515,84375,131688,87553,101107,85230,53488,27266,10944,625490,97679,79551,118959,79129,82292,77386,53387,27311,9796,539540,78870,74879,103005,60930,66294,68431,51997,26358,8776,439978,80982,59214,72828,43218,52387,56250,45520,22013,7566,380527,58314,47979,59199,39513,47799,54803,44702,20944,7274
"간이사업자","업태별",부동산매매업,30,7,6,6,4,6,0,1,0,0,21,5,2,3,4,5,1,1,0,0,26,6,3,4,2,3,3,4,1,-,15,6,-,1,-,4,1,3,-,-,14,2,-,4,4,1,1,2,-,-
"간이사업자","업태별",건설업,19566,1262,1119,3956,3027,4136,4088,1521,370,87,17807,1021,880,3515,2841,4015,3654,1468,347,66,17195,1416,1379,3259,2787,3434,3114,1414,350,42,3877,342,294,617,589,727,696,373,204,35,3292,302,223,518,444,579,641,356,200,29
"간이사업자","업태별",음식업,258247,36207,35055,29538,19534,34240,50528,35951,14577,2617,284322,37046,30437,35812,25755,42666,54944,39951,15340,2371,288935,36708,36390,40754,29592,39541,50726,38997,14189,2038,220249,39022,33667,31784,18367,25370,33188,27605,9766,1480,225233,40504,37567,30262,18599,25563,33869,28574,8970,1325
"간이사업자","업태별",숙박업,30761,2030,2083,3645,3293,4704,7724,5043,1776,463,30574,2062,2094,3964,2930,4729,7674,5043,1643,435,29434,1963,2443,3460,2989,4757,6983,4965,1430,444,25315,1677,2018,3174,2463,4393,5661,4311,1197,421,24730,1823,2086,3094,2722,4187,5272,4062,1082,402
"간이사업자","업태별",운수·창고·통신업,218460,5078,4711,13203,13929,21442,39452,56309,47581,16755,221231,5430,4610,14211,11644,21992,40042,60400,48295,14607,216665,5403,5400,11140,11972,19939,38629,62875,49207,12100,189718,3947,4408,8258,7440,13199,32204,62010,47901,10351,193840,4813,4384,8053,7550,14372,33212,65679,47163,8614
"간이사업자","업태별",부동산임대업,454249,5487,6742,17838,22983,40421,90235,161920,84216,24407,454258,6906,9202,23257,24676,37953,88898,166993,75122,21251,449102,8812,11670,24977,18175,42110,86623,176439,61552,18744,433709,8864,14307,17332,20215,41842,84634,168800,60333,17382,431955,8974,8504,20797,22393,40808,86607,165689,63139,15044
"간이사업자","업태별",대리·중개·도급업,56,8,5,11,12,9,7,3,0,1,69,9,5,16,9,9,4,7,5,5,208,15,34,33,25,34,36,17,10,4,1691,222,173,293,261,292,261,101,66,22,1498,184,155,296,196,261,220,95,63,28
"간이사업자","업태별",서비스업,424162,29940,29940,51934,42919,65344,92056,72037,29973,10019,417718,30027,29708,54054,42783,65491,87309,71591,28004,8751,400735,30526,31284,52787,42700,60865,78857,69921,25929,7866,371780,35729,32461,50679,37291,53720,68340,63371,22997,7192,345651,33345,31616,45360,34375,47928,65688,60667,19910,6762
"면세사업자","합계",소계,1316810,52235,56611,95123,100454,344748,405186,180370,65941,16142,1292922,50614,56942,110781,233648,309397,289160,167171,61411,13798,1272132,53578,69805,252414,144550,281142,247954,154615,56363,11711,1244696,70299,209298,158629,198097,178571,219501,148643,51478,10180,1044926,100087,75413,212020,111610,154681,189888,144668,47548,9011
"면세사업자","지역별",소계,1316810,52235,56611,95123,100454,344748,405186,180370,65941,16142,1292922,50614,56942,110781,233648,309397,289160,167171,61411,13798,1272132,53578,69805,252414,144550,281142,247954,154615,56363,11711,1244696,70299,209298,158629,198097,178571,219501,148643,51478,10180,1044926,100087,75413,212020,111610,154681,189888,144668,47548,9011
"면세사업자","지역별",서울,331253,8920,10401,18719,22154,88897,120653,43623,14122,3764,329582,9377,11412,23875,58123,95714,75333,39448,13019,3281,328833,10996,15134,62171,37874,89067,63702,35196,12026,2667,325520,17200,50800,41096,66593,47739,54770,33827,11261,2234,275819,26024,18553,70038,29659,39647,46012,33358,10638,1890
"면세사업자","지역별",인천,67598,3259,3431,5368,5503,22343,17106,7349,2662,577,65631,2820,3240,6046,15402,15956,12421,6743,2541,462,64368,2817,3898,16692,9296,11944,10824,6173,2345,379,63141,3931,14655,10275,8515,8033,9326,5961,2132,313,48594,6971,4348,9244,4846,7062,8094,5784,1971,274
"면세사업자","지역별",경기,347690,13892,15513,24802,27068,98680,114534,39340,11784,2077,340362,13261,14760,29984,64999,95086,74209,35691,10714,1658,334848,14476,18853,69891,43002,84867,60628,32219,9493,1419,326600,19554,57625,46751,61849,47187,53516,30381,8559,1178,269363,28922,22365,65660,31096,38541,44656,29353,7812,958
"면세사업자","지역별",강원,35942,1503,1812,3216,3120,8526,8908,5664,2600,593,35247,1621,2015,3459,6102,6274,7317,5523,2431,505,34187,1620,2276,6749,3339,5763,6450,5299,2244,447,32900,1830,5782,3702,3733,4683,5600,5087,2081,402,27317,2235,1919,4054,2726,4010,5143,4950,1919,361
"면세사업자","지역별",대전,30206,1201,1251,2118,2272,9209,7415,4628,1684,428,29917,1118,1314,2533,6670,6068,5769,4523,1575,347,29609,1237,1639,7160,3399,4969,5193,4240,1499,273,29147,1508,6398,3778,3389,3470,5008,4053,1328,215,23391,2779,1513,3711,2206,3018,4775,4025,1189,175
"면세사업자","지역별",충북,32155,1459,1589,2792,2766,7973,8433,4883,1820,440,31572,1468,1681,3084,5938,5171,7470,4668,1711,381,30688,1486,1976,6471,2887,4848,6756,4322,1608,334,29736,1700,5612,3225,2950,4344,6148,4016,1457,284,24626,2230,1469,3232,2546,3924,5772,3901,1292,260
"면세사업자","지역별",충남,52590,2405,2642,4327,4418,12903,12940,8712,3378,865,51215,2222,2664,4902,9382,8871,11101,8226,3103,744,49869,2224,3233,10250,4900,7853,10108,7798,2831,672,48243,2931,8598,5441,5089,6126,9423,7455,2564,616,40107,3571,2583,5614,3725,5879,8558,7215,2393,569
"면세사업자","지역별",세종,10642,459,571,947,892,3237,3722,575,191,48,10310,476,578,1009,2327,2814,2412,481,170,43,9900,489,641,2485,1202,2691,1813,383,160,36,9505,625,2099,1326,1867,1631,1429,342,154,32,7366,892,589,1993,1079,1264,1055,317,145,32
"면세사업자","지역별",광주,29681,1568,1565,2473,2209,7395,8448,4212,1475,336,28731,1480,1331,2509,5371,5726,6807,3853,1401,253,27993,1280,1524,5833,2817,5186,6238,3626,1286,203,27586,1454,5058,3169,3670,3744,5621,3540,1164,166,23220,1960,1666,4052,2214,3906,4725,3488,1060,149
"면세사업자","지역별",전북,37975,2721,2292,3193,3189,8152,8649,6386,2735,658,35843,1768,1925,3555,5802,6043,7566,6055,2575,554,34815,1817,2165,6367,3393,5347,7110,5785,2392,439,33810,2285,4874,3807,3488,4397,6694,5706,2169,390,29362,2428,1941,3936,2644,4158,6411,5483,2013,348
"면세사업자","지역별",전남,49975,2441,2497,4236,3998,9724,12705,9438,3889,1047,48581,2351,2418,4406,6528,7768,11625,8911,3687,887,47295,2309,2674,7177,4374,7144,10898,8565,3352,802,45764,2675,5393,4833,4404,6277,10081,8335,3062,704,41194,2888,2594,4928,3737,6354,9134,8112,2794,653
"면세사업자","지역별",대구,45840,1988,2139,3497,3557,11034,14086,6142,2545,852,44579,1895,2110,3913,7627,9158,10977,5760,2387,752,43656,2000,2432,8238,4497,8968,9089,5546,2214,672,42683,2227,6944,5009,5736,6971,7780,5353,2031,632,36724,3179,2521,6258,4284,6580,6306,5167,1858,571
"면세사업자","지역별",경북,55598,2666,2688,4916,4314,11375,14808,9447,4298,1086,54736,2992,2702,4914,7774,9143,12986,9157,4097,971,52952,2590,3033,8558,5122,8776,11298,8910,3806,859,51515,2873,6798,5725,5258,8286,9560,8818,3437,760,45916,3551,2984,5915,4723,7535,8695,8619,3196,698
"면세사업자","지역별",부산,74963,2618,2891,4988,5889,18954,23154,10990,4127,1352,74199,2540,3150,6424,13465,15569,17965,10007,3900,1179,73304,3107,3992,14500,7233,14709,15939,9227,3689,908,71588,3780,12154,7995,10010,9903,14670,8847,3416,813,60000,4905,3962,10725,6198,9301,12425,8541,3182,761
"면세사업자","지역별",울산,20104,830,880,1515,1429,5398,5517,3093,1203,239,19875,818,900,1597,3693,4019,4567,2972,1126,183,19554,731,1060,4010,2288,3868,3670,2760,1023,144,19360,886,3542,2559,2231,3055,3386,2699,877,125,16199,1352,1479,2444,2123,2259,3026,2579,825,112
"면세사업자","지역별",경남,71502,3035,3219,5875,5612,15473,18287,12631,5935,1435,70478,3218,3513,6289,10737,11705,16108,11978,5621,1309,69193,3127,3987,11847,6619,11280,14436,11508,5161,1228,67580,3653,9681,7368,6830,9817,13205,11189,4706,1131,58923,4670,3614,7532,6007,8863,12073,10811,4308,1045
"면세사업자","지역별",제주,23096,1270,1230,2141,2064,5475,5821,3257,1493,345,22064,1189,1229,2282,3708,4312,4527,3175,1353,289,21068,1272,1288,4015,2308,3862,3802,3058,1234,229,20018,1187,3285,2570,2485,2908,3284,3034,1080,185,16805,1530,1313,2684,1797,2380,3028,2965,953,155
"면세사업자","업태별",소계,1316810,52235,56611,95123,100454,344748,405186,180370,65941,16142,1292922,50614,56942,110781,233648,309397,289160,167171,61411,13798,1272132,53578,69805,252414,144550,281142,247954,154615,56363,11711,1244696,70299,209298,158629,198097,178571,219501,148643,51478,10180,1044926,100087,75413,212020,111610,154681,189888,144668,47548,9011
"면세사업자","업태별",농·임·어업,88878,4867,4836,9804,7944,12640,18569,16644,10750,2824,83760,5253,5423,8510,7196,11148,17204,16353,10162,2511,77696,4656,4613,7744,6664,10063,15672,16374,9597,2313,72768,4138,4368,7199,5688,9910,13931,16460,8951,2123,68434,4071,3851,6178,5592,9078,12901,16293,8512,1958
"면세사업자","업태별",광업,763,24,32,45,19,36,100,344,99,64,755,23,25,22,23,33,107,358,101,63,772,16,10,28,16,50,115,365,102,70,801,19,12,16,21,65,106,392,96,74,828,7,10,26,33,52,114,409,97,80
"면세사업자","업태별",제조업,23188,1128,1125,1928,1987,3181,5654,5465,2208,512,22656,1122,1067,2226,1845,3132,5456,5341,2027,440,21830,1214,1277,2046,1806,2976,5219,5026,1896,370,21016,1253,1088,2034,1744,2949,5011,4882,1749,306,20330,1146,1192,1978,1711,2949,4817,4713,1564,260
"면세사업자","업태별",전기·가스·수도업,2,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,1,0,0,4,1,-,-,-,1,2,-,-,-,6,1,-,-,2,-,2,1,-,-,6,-,-,2,1,-,3,-,-,-
"면세사업자","업태별",도매업,74199,3010,3127,5432,5087,9418,18247,19155,8700,2023,74901,3251,3240,5973,5714,9345,18559,18701,8413,1705,74780,3485,3705,6604,5531,9175,18681,18341,7893,1365,74432,3966,3914,6472,5520,9524,18394,18301,7173,1168,73792,3998,3778,6439,5448,10665,17638,18261,6498,1067
"면세사업자","업태별",소매업,103749,6205,6048,10176,9087,14806,22642,22896,8908,2981,102804,6569,6074,10905,9595,13808,22211,22445,8576,2621,100003,6477,6847,11209,8453,13120,21692,21752,8154,2299,97018,7130,6547,10066,8070,12762,21278,21424,7689,2052,94055,6519,5832,9622,7923,12974,21245,20707,7300,1933
"면세사업자","업태별",부동산매매업,4958,1068,710,608,448,925,779,389,31,0,3648,344,382,545,442,876,658,377,24,0,3423,376,297,537,716,528,594,363,12,-,3249,214,449,865,379,461,553,320,8,-,3107,650,463,478,301,406,534,270,5,-
"면세사업자","업태별",건설업,10342,189,328,1132,1115,1303,3449,2417,379,30,10932,507,739,1378,819,1516,3359,2294,299,21,11447,839,845,1281,850,2150,3240,2059,169,14,12252,972,999,1316,1352,2523,3249,1698,135,8,13034,909,1028,1958,1904,2571,2929,1603,129,3
"면세사업자","업태별",음식업,87,5,7,14,10,28,12,7,3,1,88,9,11,13,29,7,11,4,3,1,86,7,10,39,5,6,11,6,1,1,81,13,34,3,5,7,8,9,1,1,43,1,5,7,4,7,11,4,3,1
"면세사업자","업태별",숙박업,142,3,5,15,21,21,37,25,14,1,160,6,12,27,12,27,37,24,15,0,157,9,22,16,13,23,33,23,18,-,144,5,14,16,15,29,23,24,18,-,144,7,7,19,11,28,22,27,23,-
"면세사업자","업태별",운수·창고·통신업,1685,71,36,62,75,156,374,487,406,18,1690,36,26,79,96,127,438,474,400,14,1722,38,47,99,86,142,465,508,325,12,1748,69,39,96,63,146,521,560,246,8,1752,51,51,68,98,151,516,610,201,6
"면세사업자","업태별",부동산임대업,644359,8921,14825,29463,42850,249082,249452,42398,7242,126,646295,11426,19369,44505,177261,214100,140821,33085,5638,90,649929,16262,30433,188157,87671,191142,106643,25155,4404,62,645025,33978,170594,93470,143551,92401,84965,22476,3553,37,462421,61820,36944,148460,59190,70128,60658,22408,2783,30
"면세사업자","업태별",대리·중개·도급업,4059,112,134,246,279,687,1843,721,24,13,4374,146,159,359,329,1082,1673,593,22,11,4624,186,259,402,556,1256,1431,503,19,12,4850,204,311,679,782,1173,1251,414,23,13,5252,380,518,1006,800,1067,1134,307,28,12
"면세사업자","업태별",서비스업,360399,26632,25398,36198,31532,52465,84027,69421,27177,7549,340857,21922,20415,36239,30287,54196,78625,67121,25731,6321,325659,20012,21440,34252,32183,50510,74156,64140,23773,5193,311306,18337,20929,36397,30905,46621,70209,61682,21836,4390,301728,20528,21734,35779,28594,44605,67366,59056,20405,3661
