"15133SEJ 과세유형별(1)","13301B 시도․업태별(1)","13301B 시도․업태별(2)",TIME 시점,16133T2008_0245 총계,16133T2008_0418 사업부진,16133T2008_0419 행정처분,16133T2008_0420 계절사업,16133T2008_0421 법인전환,16133T2008_0422 면세포기·적용,T001 양도·양수,16133T2008_0425 해산·합병,16133ABA7 기타
"15133SEJ02 일반사업자","B02 지역별","B12 전북",Y2019 2019,17187,7108,16,15,97,1,1050,15,8885
"15133SEJ02 일반사업자","B02 지역별","B12 전북",Y2020 2020,16678,6928,21,12,108,2,1313,53,8241
"15133SEJ02 일반사업자","B02 지역별","B12 전북",Y2021 2021,14213,6190,18,7,90,1,1079,8,6820
"15133SEJ02 일반사업자","B02 지역별","B12 전북",Y2022 2022,13492,5901,27,6,79,0,1174,3,6302
"15133SEJ02 일반사업자","B02 지역별","B12 전북",Y2023 2023,15188,7051,15,12,86,-,923,2,7099
"15133SEJ02 일반사업자","B02 지역별","B13 전남",Y2019 2019,15574,5203,31,15,99,1,1094,58,9073
"15133SEJ02 일반사업자","B02 지역별","B13 전남",Y2020 2020,15354,5481,34,10,116,8,1250,61,8394
"15133SEJ02 일반사업자","B02 지역별","B13 전남",Y2021 2021,13232,5073,21,7,68,3,1204,8,6848
"15133SEJ02 일반사업자","B02 지역별","B13 전남",Y2022 2022,12426,4620,15,7,61,2,994,11,6716
"15133SEJ02 일반사업자","B02 지역별","B13 전남",Y2023 2023,14617,5493,19,12,74,2,906,5,8106
"15133SEJ02 일반사업자","B02 지역별","B14 대구",Y2019 2019,21465,8490,42,12,111,15,919,4,11872
"15133SEJ02 일반사업자","B02 지역별","B14 대구",Y2020 2020,18830,7530,58,7,95,8,780,16,10336
"15133SEJ02 일반사업자","B02 지역별","B14 대구",Y2021 2021,17988,8110,56,4,114,1,1021,5,8677
"15133SEJ02 일반사업자","B02 지역별","B14 대구",Y2022 2022,16683,8499,36,9,130,3,742,4,7260
"15133SEJ02 일반사업자","B02 지역별","B14 대구",Y2023 2023,19641,10188,27,14,85,-,826,6,8495
"15133SEJ02 일반사업자","B02 지역별","B15 경북",Y2019 2019,21070,9992,37,21,135,7,810,25,10043
"15133SEJ02 일반사업자","B02 지역별","B15 경북",Y2020 2020,18826,9099,27,11,120,6,706,9,8848
"15133SEJ02 일반사업자","B02 지역별","B15 경북",Y2021 2021,17218,8115,36,11,86,5,872,8,8085
"15133SEJ02 일반사업자","B02 지역별","B15 경북",Y2022 2022,16977,7925,26,12,112,5,1006,19,7872
"15133SEJ02 일반사업자","B02 지역별","B15 경북",Y2023 2023,19655,9096,55,14,130,2,1007,13,9338
"15133SEJ02 일반사업자","B02 지역별","B16 부산",Y2019 2019,33320,15568,58,42,234,4,1718,23,15673
"15133SEJ02 일반사업자","B02 지역별","B16 부산",Y2020 2020,30281,14745,38,37,232,2,1807,9,13411
"15133SEJ02 일반사업자","B02 지역별","B16 부산",Y2021 2021,29739,14147,50,23,233,-,2680,9,12597
"15133SEJ02 일반사업자","B02 지역별","B16 부산",Y2022 2022,27688,13689,54,31,196,4,1666,14,12034
"15133SEJ02 일반사업자","B02 지역별","B16 부산",Y2023 2023,30689,16104,94,36,211,1,1546,10,12687
"15133SEJ02 일반사업자","B02 지역별","B17 울산",Y2019 2019,10375,4051,37,5,51,5,374,1,5851
"15133SEJ02 일반사업자","B02 지역별","B17 울산",Y2020 2020,9404,4277,7,2,55,10,350,4,4699
"15133SEJ02 일반사업자","B02 지역별","B17 울산",Y2021 2021,8686,4305,12,4,42,1,497,1,3824
"15133SEJ02 일반사업자","B02 지역별","B17 울산",Y2022 2022,8274,4138,17,3,46,0,420,2,3648
"15133SEJ02 일반사업자","B02 지역별","B17 울산",Y2023 2023,8958,5019,12,5,47,-,517,1,3357
"15133SEJ02 일반사업자","B02 지역별","B18 경남",Y2019 2019,29615,14722,53,22,159,3,1156,15,13485
"15133SEJ02 일반사업자","B02 지역별","B18 경남",Y2020 2020,27711,13406,56,15,154,5,1273,13,12789
"15133SEJ02 일반사업자","B02 지역별","B18 경남",Y2021 2021,23631,12137,36,6,161,2,1202,12,10075
"15133SEJ02 일반사업자","B02 지역별","B18 경남",Y2022 2022,23420,11776,28,21,135,1,1182,18,10259
"15133SEJ02 일반사업자","B02 지역별","B18 경남",Y2023 2023,26953,13694,48,15,143,-,1272,7,11774
"15133SEJ02 일반사업자","B02 지역별","B19 제주",Y2019 2019,7142,2009,9,3,58,4,369,1,4689
"15133SEJ02 일반사업자","B02 지역별","B19 제주",Y2020 2020,6658,2660,9,8,64,1,486,2,3428
"15133SEJ02 일반사업자","B02 지역별","B19 제주",Y2021 2021,5646,2316,13,6,41,1,435,1,2833
"15133SEJ02 일반사업자","B02 지역별","B19 제주",Y2022 2022,5344,2109,10,6,45,0,344,3,2827
"15133SEJ02 일반사업자","B02 지역별","B19 제주",Y2023 2023,6832,2724,13,3,43,1,288,2,3758
"15133SEJ02 일반사업자","B20 업태별","소계",Y2019 2019,526377,214673,1728,478,4405,289,30657,389,273758
"15133SEJ02 일반사업자","B20 업태별","소계",Y2020 2020,490189,211603,1496,378,4170,138,32300,317,239787
"15133SEJ02 일반사업자","B20 업태별","소계",Y2021 2021,456839,205985,1171,280,3909,57,38012,221,207204
"15133SEJ02 일반사업자","B20 업태별","소계",Y2022 2022,438023,200836,991,374,3657,58,31720,271,200116
"15133SEJ02 일반사업자","B20 업태별","소계",Y2023 2023,499677,239004,1686,401,3851,42,28976,149,225568
"15133SEJ02 일반사업자","B20 업태별","B21 농·임·어업",Y2019 2019,257,96,-,1,12,3,2,-,143
"15133SEJ02 일반사업자","B20 업태별","B21 농·임·어업",Y2020 2020,281,109,-,3,4,2,4,1,158
"15133SEJ02 일반사업자","B20 업태별","B21 농·임·어업",Y2021 2021,276,95,2,1,18,1,2,-,157
"15133SEJ02 일반사업자","B20 업태별","B21 농·임·어업",Y2022 2022,312,126,1,1,12,1,3,1,167
"15133SEJ02 일반사업자","B20 업태별","B21 농·임·어업",Y2023 2023,382,157,1,-,10,1,5,-,208
"15133SEJ02 일반사업자","B20 업태별","B22 광업",Y2019 2019,29,11,1,-,-,-,1,-,16
"15133SEJ02 일반사업자","B20 업태별","B22 광업",Y2020 2020,25,12,-,-,-,-,1,-,12
"15133SEJ02 일반사업자","B20 업태별","B22 광업",Y2021 2021,22,11,-,-,3,-,-,-,8
"15133SEJ02 일반사업자","B20 업태별","B22 광업",Y2022 2022,27,12,0,0,0,0,1,0,14
"15133SEJ02 일반사업자","B20 업태별","B22 광업",Y2023 2023,23,8,1,-,1,-,-,-,13
"15133SEJ02 일반사업자","B20 업태별","B23 제조업",Y2019 2019,32667,17217,159,21,804,1,884,6,13575
"15133SEJ02 일반사업자","B20 업태별","B23 제조업",Y2020 2020,28210,15625,127,13,706,5,822,6,10906
"15133SEJ02 일반사업자","B20 업태별","B23 제조업",Y2021 2021,25421,14373,111,12,622,4,807,5,9487
"15133SEJ02 일반사업자","B20 업태별","B23 제조업",Y2022 2022,23456,13052,61,12,558,0,771,1,9001
"15133SEJ02 일반사업자","B20 업태별","B23 제조업",Y2023 2023,27331,15685,113,12,557,2,740,10,10212
"15133SEJ02 일반사업자","B20 업태별","B24 전기·가스·수도업",Y2019 2019,9732,1386,37,6,61,-,1313,9,6920
"15133SEJ02 일반사업자","B20 업태별","B24 전기·가스·수도업",Y2020 2020,10512,1805,31,8,58,-,1697,25,6888
"15133SEJ02 일반사업자","B20 업태별","B24 전기·가스·수도업",Y2021 2021,7618,1180,41,2,11,-,1369,9,5006
"15133SEJ02 일반사업자","B20 업태별","B24 전기·가스·수도업",Y2022 2022,6666,799,15,1,21,0,1736,2,4092
"15133SEJ02 일반사업자","B20 업태별","B24 전기·가스·수도업",Y2023 2023,7043,793,24,4,6,-,1606,4,4606
"15133SEJ02 일반사업자","B20 업태별","B25 도매업",Y2019 2019,43680,24186,200,46,637,8,775,10,17818
"15133SEJ02 일반사업자","B20 업태별","B25 도매업",Y2020 2020,38721,22556,168,35,586,7,665,4,14700
"15133SEJ02 일반사업자","B20 업태별","B25 도매업",Y2021 2021,35381,21408,102,24,484,8,626,5,12724
"15133SEJ02 일반사업자","B20 업태별","B25 도매업",Y2022 2022,33617,20062,103,35,453,4,604,14,12342
"15133SEJ02 일반사업자","B20 업태별","B25 도매업",Y2023 2023,38946,23182,116,35,394,3,535,1,14680
"15133SEJ02 일반사업자","B20 업태별","B26 소매업",Y2019 2019,66760,33203,241,75,444,10,1806,30,30951
"15133SEJ02 일반사업자","B20 업태별","B26 소매업",Y2020 2020,65188,34373,199,63,508,7,1804,20,28214
"15133SEJ02 일반사업자","B20 업태별","B26 소매업",Y2021 2021,65280,36685,172,70,510,7,1811,14,26011
"15133SEJ02 일반사업자","B20 업태별","B26 소매업",Y2022 2022,70553,39156,174,94,506,5,1969,20,28629
"15133SEJ02 일반사업자","B20 업태별","B26 소매업",Y2023 2023,93002,52726,340,100,533,4,2204,8,37087
"15133SEJ02 일반사업자","B20 업태별","B27 부동산매매업",Y2019 2019,2425,793,16,1,20,1,35,2,1557
"15133SEJ02 일반사업자","B20 업태별","B27 부동산매매업",Y2020 2020,2914,1038,11,1,26,1,69,3,1765
"15133SEJ02 일반사업자","B20 업태별","B27 부동산매매업",Y2021 2021,2789,891,17,2,18,-,89,7,1765
"15133SEJ02 일반사업자","B20 업태별","B27 부동산매매업",Y2022 2022,2479,879,12,1,12,0,55,5,1515
"15133SEJ02 일반사업자","B20 업태별","B27 부동산매매업",Y2023 2023,2539,983,22,-,6,-,38,1,1489
"15133SEJ02 일반사업자","B20 업태별","B28 건설업",Y2019 2019,40723,20555,207,35,293,6,639,16,18972
"15133SEJ02 일반사업자","B20 업태별","B28 건설업",Y2020 2020,35794,18899,154,40,285,3,540,10,15863
"15133SEJ02 일반사업자","B20 업태별","B28 건설업",Y2021 2021,34355,18993,96,23,295,1,561,18,14368
"15133SEJ02 일반사업자","B20 업태별","B28 건설업",Y2022 2022,32420,17808,80,41,232,1,431,24,13803
"15133SEJ02 일반사업자","B20 업태별","B28 건설업",Y2023 2023,38389,21668,143,28,268,-,460,6,15816
"15133SEJ02 일반사업자","B20 업태별","B29 음식업",Y2019 2019,102130,47953,125,90,315,12,6148,108,47379
"15133SEJ02 일반사업자","B20 업태별","B29 음식업",Y2020 2020,90403,46639,151,58,282,9,5491,66,37707
"15133SEJ02 일반사업자","B20 업태별","B29 음식업",Y2021 2021,77463,43068,98,30,245,-,5224,38,28760
"15133SEJ02 일반사업자","B20 업태별","B29 음식업",Y2022 2022,79115,40775,71,44,262,4,6303,73,31583
"15133SEJ02 일반사업자","B20 업태별","B29 음식업",Y2023 2023,93972,46445,100,68,371,1,8101,58,38828
"15133SEJ02 일반사업자","B20 업태별","B30 숙박업",Y2019 2019,3654,1079,9,7,9,-,469,8,2073
"15133SEJ02 일반사업자","B20 업태별","B30 숙박업",Y2020 2020,3652,1300,5,6,10,-,461,7,1863
"15133SEJ02 일반사업자","B20 업태별","B30 숙박업",Y2021 2021,3549,1286,3,2,14,-,598,3,1643
"15133SEJ02 일반사업자","B20 업태별","B30 숙박업",Y2022 2022,3207,934,6,1,40,0,534,3,1689
"15133SEJ02 일반사업자","B20 업태별","B30 숙박업",Y2023 2023,3390,933,7,3,14,-,582,3,1848
"15133SEJ02 일반사업자","B20 업태별","B31 운수·창고·통신업",Y2019 2019,37997,15672,99,24,142,-,827,25,21208
"15133SEJ02 일반사업자","B20 업태별","B31 운수·창고·통신업",Y2020 2020,34162,15392,56,21,114,-,770,13,17796
"15133SEJ02 일반사업자","B20 업태별","B31 운수·창고·통신업",Y2021 2021,31256,14494,62,22,144,1,789,6,15738
"15133SEJ02 일반사업자","B20 업태별","B31 운수·창고·통신업",Y2022 2022,29645,13859,54,14,102,0,645,13,14958
"15133SEJ02 일반사업자","B20 업태별","B31 운수·창고·통신업",Y2023 2023,31831,14366,98,10,138,-,642,9,16568
"15133SEJ02 일반사업자","B20 업태별","B32 부동산임대업",Y2019 2019,83576,5006,218,14,276,225,14199,118,63520
"15133SEJ02 일반사업자","B20 업태별","B32 부동산임대업",Y2020 2020,84041,5823,249,18,258,74,16506,121,60992
"15133SEJ02 일반사업자","B20 업태별","B32 부동산임대업",Y2021 2021,81524,5945,197,16,172,10,22159,87,52938
"15133SEJ02 일반사업자","B20 업태별","B32 부동산임대업",Y2022 2022,61261,4801,150,15,145,24,14561,67,41498
"15133SEJ02 일반사업자","B20 업태별","B32 부동산임대업",Y2023 2023,51289,4994,314,5,163,15,10024,24,35750
"15133SEJ02 일반사업자","B20 업태별","B33 대리·중개·도급업",Y2019 2019,14304,6454,28,21,65,2,97,8,7629
"15133SEJ02 일반사업자","B20 업태별","B33 대리·중개·도급업",Y2020 2020,12247,6323,23,7,52,2,106,4,5730
"15133SEJ02 일반사업자","B20 업태별","B33 대리·중개·도급업",Y2021 2021,10516,5822,19,6,60,-,83,2,4524
"15133SEJ02 일반사업자","B20 업태별","B33 대리·중개·도급업",Y2022 2022,10373,5589,12,7,41,0,86,2,4636
"15133SEJ02 일반사업자","B20 업태별","B33 대리·중개·도급업",Y2023 2023,11909,5914,28,7,58,3,92,2,5805
"15133SEJ02 일반사업자","B20 업태별","B34 서비스업",Y2019 2019,88443,41062,388,137,1327,21,3462,49,41997
"15133SEJ02 일반사업자","B20 업태별","B34 서비스업",Y2020 2020,84039,41709,322,105,1281,28,3364,37,37193
"15133SEJ02 일반사업자","B20 업태별","B34 서비스업",Y2021 2021,81389,41734,251,70,1313,25,3894,27,34075
"15133SEJ02 일반사업자","B20 업태별","B34 서비스업",Y2022 2022,84892,42984,252,108,1273,19,4021,46,36189
"15133SEJ02 일반사업자","B20 업태별","B34 서비스업",Y2023 2023,99631,51150,379,129,1332,13,3947,23,42658
"15133SEJ03 간이사업자","B01 합계","소계",Y2019 2019,242075,108673,919,468,341,39,6043,134,125458
"15133SEJ03 간이사업자","B01 합계","소계",Y2020 2020,232028,113594,668,363,363,71,6233,92,110644
"15133SEJ03 간이사업자","B01 합계","소계",Y2021 2021,258034,137828,659,304,444,45,8072,91,110591
"15133SEJ03 간이사업자","B01 합계","소계",Y2022 2022,267912,145855,637,345,400,33,7457,91,113094
"15133SEJ03 간이사업자","B01 합계","소계",Y2023 2023,316580,175075,1021,491,413,15,7513,47,132005
"15133SEJ03 간이사업자","B02 지역별","소계",Y2019 2019,242075,108673,919,468,341,39,6043,134,125458
"15133SEJ03 간이사업자","B02 지역별","소계",Y2020 2020,232028,113594,668,363,363,71,6233,92,110644
"15133SEJ03 간이사업자","B02 지역별","소계",Y2021 2021,258034,137828,659,304,444,45,8072,91,110591
"15133SEJ03 간이사업자","B02 지역별","소계",Y2022 2022,267912,145855,637,345,400,33,7457,91,113094
"15133SEJ03 간이사업자","B02 지역별","소계",Y2023 2023,316580,175075,1021,491,413,15,7513,47,132005
"15133SEJ03 간이사업자","B02 지역별","B03 서울",Y2019 2019,42044,19662,206,74,89,3,1047,11,20952
"15133SEJ03 간이사업자","B02 지역별","B03 서울",Y2020 2020,40982,20822,126,63,84,9,1064,14,18800
"15133SEJ03 간이사업자","B02 지역별","B03 서울",Y2021 2021,48051,27113,146,50,106,3,1269,12,19352
"15133SEJ03 간이사업자","B02 지역별","B03 서울",Y2022 2022,47956,27463,104,50,95,0,1070,10,19164
"15133SEJ03 간이사업자","B02 지역별","B03 서울",Y2023 2023,56099,32172,168,82,104,-,947,1,22625
"15133SEJ03 간이사업자","B02 지역별","B04 인천",Y2019 2019,13283,5149,48,17,16,3,349,3,7698
"15133SEJ03 간이사업자","B02 지역별","B04 인천",Y2020 2020,13345,6525,31,23,11,2,388,4,6361
"15133SEJ03 간이사업자","B02 지역별","B04 인천",Y2021 2021,15181,8359,35,14,20,2,611,4,6136
"15133SEJ03 간이사업자","B02 지역별","B04 인천",Y2022 2022,16119,9131,44,24,23,3,606,5,6283
"15133SEJ03 간이사업자","B02 지역별","B04 인천",Y2023 2023,20121,11508,82,41,17,-,652,1,7820
"15133SEJ03 간이사업자","B02 지역별","B05 경기",Y2019 2019,54617,24704,316,101,74,11,1702,20,27689
"15133SEJ03 간이사업자","B02 지역별","B05 경기",Y2020 2020,56391,28106,256,75,80,4,1816,16,26038
"15133SEJ03 간이사업자","B02 지역별","B05 경기",Y2021 2021,65673,35959,216,76,114,11,2478,35,26784
"15133SEJ03 간이사업자","B02 지역별","B05 경기",Y2022 2022,69238,39290,228,94,109,4,2315,32,27166
"15133SEJ03 간이사업자","B02 지역별","B05 경기",Y2023 2023,83105,48778,384,118,114,3,2081,10,31617
"15133SEJ03 간이사업자","B02 지역별","B06 강원",Y2019 2019,8671,3898,24,73,7,-,247,12,4410
"15133SEJ03 간이사업자","B02 지역별","B06 강원",Y2020 2020,7803,3592,15,43,12,1,169,6,3965
"15133SEJ03 간이사업자","B02 지역별","B06 강원",Y2021 2021,8071,4035,15,20,12,4,192,2,3791
"15133SEJ03 간이사업자","B02 지역별","B06 강원",Y2022 2022,8647,3813,21,32,17,7,195,4,4558
"15133SEJ03 간이사업자","B02 지역별","B06 강원",Y2023 2023,9887,4712,47,36,18,3,148,4,4919
"15133SEJ03 간이사업자","B02 지역별","B07 대전",Y2019 2019,7441,3589,18,13,12,1,287,2,3519
"15133SEJ03 간이사업자","B02 지역별","B07 대전",Y2020 2020,7506,3921,21,13,17,6,245,1,3282
"15133SEJ03 간이사업자","B02 지역별","B07 대전",Y2021 2021,7897,4031,16,13,6,1,343,2,3485
"15133SEJ03 간이사업자","B02 지역별","B07 대전",Y2022 2022,8277,4361,12,5,6,0,265,3,3625
"15133SEJ03 간이사업자","B02 지역별","B07 대전",Y2023 2023,9806,5544,20,14,18,1,307,1,3901
"15133SEJ03 간이사업자","B02 지역별","B08 충북",Y2019 2019,8616,3496,22,16,14,3,152,2,4911
"15133SEJ03 간이사업자","B02 지역별","B08 충북",Y2020 2020,8068,3689,15,6,12,8,190,2,4146
"15133SEJ03 간이사업자","B02 지역별","B08 충북",Y2021 2021,8728,4392,14,10,16,1,209,5,4081
"15133SEJ03 간이사업자","B02 지역별","B08 충북",Y2022 2022,8867,4478,14,17,16,2,162,2,4176
"15133SEJ03 간이사업자","B02 지역별","B08 충북",Y2023 2023,10292,5034,14,20,8,-,182,1,5033
"15133SEJ03 간이사업자","B02 지역별","B09 충남",Y2019 2019,10675,4565,18,26,14,1,302,23,5726
"15133SEJ03 간이사업자","B02 지역별","B09 충남",Y2020 2020,9920,4598,25,13,15,7,361,3,4898
"15133SEJ03 간이사업자","B02 지역별","B09 충남",Y2021 2021,10859,5611,29,15,19,3,387,5,4790
"15133SEJ03 간이사업자","B02 지역별","B09 충남",Y2022 2022,11055,5656,20,12,13,0,395,6,4953
"15133SEJ03 간이사업자","B02 지역별","B09 충남",Y2023 2023,13022,6412,36,26,8,1,515,2,6022
"15133SEJ03 간이사업자","B02 지역별","B10 세종",Y2019 2019,1204,582,3,1,2,-,34,1,581
"15133SEJ03 간이사업자","B02 지역별","B10 세종",Y2020 2020,1218,670,3,1,3,-,36,-,505
"15133SEJ03 간이사업자","B02 지역별","B10 세종",Y2021 2021,1510,834,3,2,2,-,38,-,631
"15133SEJ03 간이사업자","B02 지역별","B10 세종",Y2022 2022,1590,835,8,2,2,0,31,0,712
"15133SEJ03 간이사업자","B02 지역별","B10 세종",Y2023 2023,1997,1109,14,5,3,-,24,-,842
"15133SEJ03 간이사업자","B02 지역별","B11 광주",Y2019 2019,7408,3284,58,12,14,5,152,5,3878
"15133SEJ03 간이사업자","B02 지역별","B11 광주",Y2020 2020,7142,3556,10,7,20,13,207,2,3327
"15133SEJ03 간이사업자","B02 지역별","B11 광주",Y2021 2021,7476,4044,42,10,15,2,270,3,3090
"15133SEJ03 간이사업자","B02 지역별","B11 광주",Y2022 2022,7405,3944,21,11,14,1,209,0,3205
"15133SEJ03 간이사업자","B02 지역별","B11 광주",Y2023 2023,8756,4676,26,16,9,-,160,1,3868
"15133SEJ03 간이사업자","B02 지역별","B12 전북",Y2019 2019,9764,4844,12,17,15,-,177,5,4694
"15133SEJ03 간이사업자","B02 지역별","B12 전북",Y2020 2020,8552,4453,22,14,12,-,164,7,3880
"15133SEJ03 간이사업자","B02 지역별","B12 전북",Y2021 2021,8946,4662,16,8,16,-,166,1,4077
"15133SEJ03 간이사업자","B02 지역별","B12 전북",Y2022 2022,8858,4613,31,4,10,1,193,1,4005
"15133SEJ03 간이사업자","B02 지역별","B12 전북",Y2023 2023,10318,5383,16,15,17,-,138,2,4747
"15133SEJ03 간이사업자","B02 지역별","B13 전남",Y2019 2019,8739,2999,11,19,17,4,197,30,5462
"15133SEJ03 간이사업자","B02 지역별","B13 전남",Y2020 2020,7910,3091,10,15,13,6,232,17,4526
"15133SEJ03 간이사업자","B02 지역별","B13 전남",Y2021 2021,7829,3511,12,8,16,2,279,3,3998
"15133SEJ03 간이사업자","B02 지역별","B13 전남",Y2022 2022,8114,3547,15,12,16,5,207,2,4310
"15133SEJ03 간이사업자","B02 지역별","B13 전남",Y2023 2023,9812,4191,12,15,8,-,182,5,5399
"15133SEJ03 간이사업자","B02 지역별","B14 대구",Y2019 2019,12756,4579,50,8,10,2,243,2,7862
"15133SEJ03 간이사업자","B02 지역별","B14 대구",Y2020 2020,11383,4515,35,14,9,4,177,9,6620
"15133SEJ03 간이사업자","B02 지역별","B14 대구",Y2021 2021,12348,6024,21,13,16,5,284,3,5982
"15133SEJ03 간이사업자","B02 지역별","B14 대구",Y2022 2022,12592,7122,23,20,10,2,258,2,5155
"15133SEJ03 간이사업자","B02 지역별","B14 대구",Y2023 2023,14824,8383,24,19,7,2,268,4,6117
"15133SEJ03 간이사업자","B02 지역별","B15 경북",Y2019 2019,13726,6878,27,24,17,-,223,4,6553
"15133SEJ03 간이사업자","B02 지역별","B15 경북",Y2020 2020,12411,6285,42,14,19,5,263,1,5782
"15133SEJ03 간이사업자","B02 지역별","B15 경북",Y2021 2021,12761,6481,33,11,17,4,342,2,5871
"15133SEJ03 간이사업자","B02 지역별","B15 경북",Y2022 2022,13479,7059,22,17,10,5,392,12,5962
"15133SEJ03 간이사업자","B02 지역별","B15 경북",Y2023 2023,15849,8130,21,21,19,2,412,8,7236
"15133SEJ03 간이사업자","B02 지역별","B16 부산",Y2019 2019,15992,8005,26,17,13,3,357,9,7562
"15133SEJ03 간이사업자","B02 지역별","B16 부산",Y2020 2020,14890,7732,15,25,19,-,304,3,6792
"15133SEJ03 간이사업자","B02 지역별","B16 부산",Y2021 2021,16606,9049,19,16,37,1,423,8,7053
"15133SEJ03 간이사업자","B02 지역별","B16 부산",Y2022 2022,17968,10054,34,16,15,1,343,6,7499
"15133SEJ03 간이사업자","B02 지역별","B16 부산",Y2023 2023,20208,11635,78,22,18,3,581,1,7870
"15133SEJ03 간이사업자","B02 지역별","B17 울산",Y2019 2019,5670,2230,14,1,5,1,108,2,3309
"15133SEJ03 간이사업자","B02 지역별","B17 울산",Y2020 2020,5124,2375,6,3,5,3,105,1,2626
"15133SEJ03 간이사업자","B02 지역별","B17 울산",Y2021 2021,5531,2896,9,4,7,1,174,2,2438
"15133SEJ03 간이사업자","B02 지역별","B17 울산",Y2022 2022,5749,3117,6,2,13,0,188,0,2423
"15133SEJ03 간이사업자","B02 지역별","B17 울산",Y2023 2023,6643,4024,13,5,7,-,236,-,2358
"15133SEJ03 간이사업자","B02 지역별","B18 경남",Y2019 2019,17540,8929,66,37,15,1,366,2,8124
"15133SEJ03 간이사업자","B02 지역별","B18 경남",Y2020 2020,15623,8075,27,26,22,3,417,6,7047
"15133SEJ03 간이사업자","B02 지역별","B18 경남",Y2021 2021,16744,9012,24,25,21,5,500,3,7154
"15133SEJ03 간이사업자","B02 지역별","B18 경남",Y2022 2022,17876,9496,26,20,24,2,541,3,7764
"15133SEJ03 간이사업자","B02 지역별","B18 경남",Y2023 2023,20477,11063,56,24,32,-,562,5,8735
"15133SEJ03 간이사업자","B02 지역별","B19 제주",Y2019 2019,3929,1280,-,12,7,1,100,1,2528
"15133SEJ03 간이사업자","B02 지역별","B19 제주",Y2020 2020,3760,1589,9,8,10,-,95,-,2049
"15133SEJ03 간이사업자","B02 지역별","B19 제주",Y2021 2021,3823,1815,9,9,4,-,107,1,1878
"15133SEJ03 간이사업자","B02 지역별","B19 제주",Y2022 2022,4122,1876,8,7,7,0,87,3,2134
"15133SEJ03 간이사업자","B02 지역별","B19 제주",Y2023 2023,5364,2321,10,12,6,-,118,1,2896
"15133SEJ03 간이사업자","B20 업태별","소계",Y2019 2019,242075,108673,919,468,341,39,6043,134,125458
"15133SEJ03 간이사업자","B20 업태별","소계",Y2020 2020,232028,113594,668,363,363,71,6233,92,110644
"15133SEJ03 간이사업자","B20 업태별","소계",Y2021 2021,258034,137828,659,304,444,45,8072,91,110591
"15133SEJ03 간이사업자","B20 업태별","소계",Y2022 2022,267912,145855,637,345,400,33,7457,91,113094
"15133SEJ03 간이사업자","B20 업태별","소계",Y2023 2023,316580,175075,1021,491,413,15,7513,47,132005
"15133SEJ03 간이사업자","B20 업태별","B21 농·임·어업",Y2019 2019,183,72,-,2,4,-,1,-,104
"15133SEJ03 간이사업자","B20 업태별","B21 농·임·어업",Y2020 2020,150,57,-,1,3,-,4,-,85
"15133SEJ03 간이사업자","B20 업태별","B21 농·임·어업",Y2021 2021,212,88,2,-,2,-,1,1,118
"15133SEJ03 간이사업자","B20 업태별","B21 농·임·어업",Y2022 2022,235,103,1,3,4,0,0,0,124
"15133SEJ03 간이사업자","B20 업태별","B21 농·임·어업",Y2023 2023,360,152,2,2,2,-,2,-,200
"15133SEJ03 간이사업자","B20 업태별","B22 광업",Y2021 2021,-,-,-,-,-,-,-,-,-
"15133SEJ03 간이사업자","B20 업태별","B22 광업",Y2022 2022,0,0,0,0,0,0,0,0,0
"15133SEJ03 간이사업자","B20 업태별","B22 광업",Y2023 2023,-,-,-,-,-,-,-,-,-
"15133SEJ03 간이사업자","B20 업태별","B23 제조업",Y2019 2019,2267,1018,8,3,10,-,62,4,1162
"15133SEJ03 간이사업자","B20 업태별","B23 제조업",Y2020 2020,2000,1002,5,1,12,-,48,3,929
"15133SEJ03 간이사업자","B20 업태별","B23 제조업",Y2021 2021,2312,1312,5,2,13,1,53,-,926
"15133SEJ03 간이사업자","B20 업태별","B23 제조업",Y2022 2022,2609,1478,7,2,6,1,59,0,1056
"15133SEJ03 간이사업자","B20 업태별","B23 제조업",Y2023 2023,2790,1538,8,6,7,-,65,-,1166
"15133SEJ03 간이사업자","B20 업태별","B24 전기·가스·수도업",Y2019 2019,22,5,-,-,-,-,1,1,15
"15133SEJ03 간이사업자","B20 업태별","B24 전기·가스·수도업",Y2020 2020,22,2,2,-,-,-,6,-,12
"15133SEJ03 간이사업자","B20 업태별","B24 전기·가스·수도업",Y2021 2021,9,1,-,-,-,-,2,-,6
"15133SEJ03 간이사업자","B20 업태별","B24 전기·가스·수도업",Y2022 2022,2,1,0,0,0,0,0,0,1
"15133SEJ03 간이사업자","B20 업태별","B24 전기·가스·수도업",Y2023 2023,-,-,-,-,-,-,-,-,-
"15133SEJ03 간이사업자","B20 업태별","B25 도매업",Y2019 2019,345,174,1,1,1,1,2,-,165
"15133SEJ03 간이사업자","B20 업태별","B25 도매업",Y2020 2020,303,156,1,2,3,-,1,-,140
"15133SEJ03 간이사업자","B20 업태별","B25 도매업",Y2021 2021,327,182,1,-,2,-,-,-,142
"15133SEJ03 간이사업자","B20 업태별","B25 도매업",Y2022 2022,298,170,0,0,0,2,4,0,122
"15133SEJ03 간이사업자","B20 업태별","B25 도매업",Y2023 2023,206,125,2,1,-,-,1,-,77
"15133SEJ03 간이사업자","B20 업태별","B26 소매업",Y2019 2019,92741,48408,410,212,115,11,407,15,43163
