"사업자별(1)","성별(1)","지역별(1)",2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2021,2022,2022,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023
"사업자별(1)","성별(1)","지역별(1)",합계,30세 미만,30세 이상,40세 이상,50세 이상,60세 이상,70세 이상,합계,30세 미만,30세 이상,40세 이상,50세 이상,60세 이상,70세 이상,합계,30세 미만,30세 이상,40세 이상,50세 이상,60세 이상,70세 이상,합계,30세 미만,30세 이상,40세 이상,50세 이상,60세 이상,70세 이상,합계,30세 미만,30세 이상,40세 이상,50세 이상,60세 이상,70세 이상
"일반사업자","남자","제주",5400,482,1343,1794,1228,455,98,5301,509,1284,1689,1220,471,128,5145,507,1209,1666,1198,474,91,5004,496,1146,1642,1164,467,89,4811,540,1058,1562,1091,462,98
"일반사업자","여자","합계",272101,23473,55425,81594,76866,28789,5954,286285,26099,55665,83715,81120,33126,6560,331984,30259,65431,99569,91460,38145,7120,286323,27395,58666,84317,76996,32790,6159,247639,24853,53062,70098,64289,29537,5800
"일반사업자","여자","서울",53666,5772,12673,15140,13311,5486,1284,55684,6476,12990,15127,13690,6014,1387,61192,7432,14513,16968,14336,6428,1515,52256,6309,12950,14299,12105,5352,1241,46070,5933,11889,12169,10294,4735,1050
"일반사업자","여자","인천",20023,1689,3917,5709,5901,2308,499,22897,2035,4058,6407,6908,2900,589,28401,2516,5550,8263,8127,3346,599,20730,2014,4509,6152,5420,2226,409,16920,1640,4011,4822,4180,1932,335
"일반사업자","여자","경기",83685,6688,16511,25661,24166,8684,1975,92254,8053,17307,27517,26639,10565,2173,116859,9620,22247,36344,33201,13024,2423,95273,8556,19378,28595,26109,10597,2038,76739,7504,16930,22241,19920,8502,1642
"일반사업자","여자","강원",6808,475,1068,1948,2239,903,175,7591,527,1252,2250,2325,1015,222,8196,562,1282,2471,2489,1204,188,8501,653,1369,2472,2550,1217,240,7340,597,1255,2025,2177,1091,195
"일반사업자","여자","대전",6075,598,1319,1826,1647,595,90,6446,588,1316,1959,1809,657,117,7158,817,1463,2187,1817,751,123,6480,731,1350,1986,1666,637,110,6074,696,1303,1723,1572,659,121
"일반사업자","여자","충북",6866,514,1244,2059,2113,795,141,6776,541,1184,2047,2036,853,115,7814,635,1324,2340,2369,1012,134,7877,615,1370,2283,2445,999,165,6713,610,1229,1876,1886,934,178
"일반사업자","여자","충남",10138,760,1890,3149,2989,1150,200,9875,800,1878,2848,2852,1247,250,13109,1076,2279,3874,3914,1679,287,13580,1097,2361,4086,4020,1723,293,10412,937,1938,2898,2864,1493,282
"일반사업자","여자","세종",2014,105,456,733,514,178,28,1939,137,383,668,535,184,32,2127,154,466,786,485,193,43,1628,130,350,619,378,122,29,1508,132,355,522,350,123,26
"일반사업자","여자","광주",7175,721,1599,2261,1963,549,82,7280,756,1445,2280,1974,720,105,7937,780,1433,2525,2209,861,129,6829,765,1408,2101,1768,679,108,5945,702,1223,1809,1496,616,99
"일반사업자","여자","전북",9236,673,1507,2763,2871,1172,250,9153,690,1431,2650,2853,1297,232,8576,671,1425,2466,2526,1248,240,8662,719,1360,2376,2553,1362,292,8820,726,1429,2300,2527,1491,347
"일반사업자","여자","전남",8867,626,1500,2715,2826,1019,181,9003,669,1421,2694,2822,1178,219,8423,718,1486,2446,2475,1086,212,7829,647,1213,2350,2351,1089,179,7789,626,1214,2072,2305,1294,278
